53	\N	2	\N	1	\N	20160706	6900	6900	0	0	0	0	0	0	0	6900	0	0	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.348405
57	\N	2	\N	1	\N	20160706	6900	6900	0	0	0	0	0	0	0	6900	0	0	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.418649
61	\N	2	\N	1	\N	20160708	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-08	2018-05-01 17:45:33.488621
65	\N	2	\N	1	\N	20160708	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-08	2018-05-01 17:45:33.563142
69	\N	2	\N	36	\N	20160711	17655	17655	0	0	0	0	0	0	0	7042	0	10613	0	\N	\N	\N	\N	2016-07-11	2018-05-01 17:45:33.635233
73	\N	2	\N	5	\N	20160711	26565	26565	0	0	0	2656.5	0	3984.75	0	33206.25	0	0	0	\N	\N	\N	\N	2016-07-11	2018-05-01 17:45:33.771823
77	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:33.843299
81	\N	2	\N	36	\N	20160712	17655	17655	0	0	0	1765.5	0	2648.25	0	22068.75	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:33.914898
85	\N	2	\N	7	\N	20160712	825	1650	0	0	0	165	0	247.5	0	2062.5	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.145947
89	\N	2	\N	67	\N	20160712	6000	6000	0	0	0	348	0	522	0	4350	0	2520	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.219407
93	\N	2	\N	8	\N	20160712	10450	10450	0	0	0	995	0	1492.5	0	12437.5	0	500	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.291135
97	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.361996
101	\N	2	\N	45	\N	20160712	6400	12800	0	0	0	857.6	0	1286.4	0	10720	0	4224	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.432617
105	\N	2	\N	45	\N	20160712	6400	6400	0	0	0	640	0	960	0	8000	0	\N	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.50336
109	\N	2	\N	3	\N	20160712	2500	2500	0	0	0	250	0	375	0	3125	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.573448
113	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.643244
117	\N	2	\N	48	\N	20160712	750	750	0	0	0	37.5	0	56.25	0	298.3	0	170.45	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.713756
121	\N	2	\N	2389	\N	20160712	2240	4480	0	0	0	448	0	672	0	5600	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.783877
125	\N	2	\N	7	\N	20160712	825	1650	0	0	0	165	0	247.5	0	2062.5	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.855213
129	\N	2	\N	61	\N	20160712	8700	8700	0	0	0	870	0	1305	0	10875	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.926464
133	\N	2	\N	1	\N	20160712	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.996212
137	\N	2	\N	2389	\N	20160712	2240	4480	0	0	0	448	0	672	0	5600	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.06676
141	\N	2	\N	7	\N	20160712	825	1650	0	0	0	165	0	247.5	0	2062.5	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.139647
145	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.210381
149	\N	2	\N	1	\N	20160712	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.604181
153	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.788258
157	1	2	\N	37	57	20160721	7200	7200	0	0	0	720	0	720	0	8640	0	\N	\N	\N	\N	\N	\N	2016-07-21	2018-05-01 17:45:35.859831
161	\N	2	2	127	\N	20160809	4500	4500	0	0	0	0	0	0	0	4500	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.090811
165	\N	2	4	1	63	20160809	6900	6900	0	0	0	0	0	0	0	6900	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.226309
169	\N	2	1	3	\N	20160809	2500	2500	0	0	0	0	0	0	0	2500	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.301143
173	\N	2	2	1473	68	20160809	2400	2400	0	0	0	0	0	0	0	2400	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.501554
177	\N	2	2	1	\N	20160809	6900	6900	0	1000	0	0	0	0	0	5400	0	500	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.658321
181	\N	2	2	1921	68	20160809	2990	2990	0	0	0	0	0	0	0	2990	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.763192
185	39	2	6	1	57	20160809	6900	6900	0	0	0	0	0	0	0	6900	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.837618
189	\N	2	2	1921	53	20160809	2990	2990	0	0	0	0	0	0	0	2882.6	0	107.4	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.909687
2	\N	2	\N	36	\N	20160616	17655	1500	2000	1260	0	100	100	20	20	1120	860	500	1260	\N	\N	\N	\N	2016-06-16	2018-05-01 17:45:32.360396
6	\N	2	\N	36	\N	20160616	17655	1500	2000	1260	0	100	100	20	20	1120	860	500	1260	\N	\N	\N	\N	2016-06-16	2018-05-01 17:45:32.451326
10	\N	2	\N	36	\N	20160621	17655	1500	2000	\N	0	100	100	20	20	1120	860	\N	\N	\N	\N	\N	\N	2016-06-21	2018-05-01 17:45:32.529097
14	\N	2	\N	8	\N	20160621	10450	1500	2000	\N	0	100	100	20	20	870	1320	\N	\N	\N	\N	\N	\N	2016-06-21	2018-05-01 17:45:32.631405
18	\N	2	\N	36	\N	20160622	17655	17655	0	0	0	0	0	0	0	17655	0	0	0	\N	\N	\N	\N	2016-06-22	2018-05-01 17:45:32.708369
22	\N	2	\N	73	\N	20160623	37510	225060	0	0	0	0	0	0	0	67518	0	157542	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.781331
26	\N	2	\N	5	\N	20160623	26565	26565	0	0	0	0	0	0	0	26565	0	0	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.860392
30	\N	2	\N	342	\N	20160623	345	1725	0	0	0	0	0	0	0	1725	0	0	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.93275
34	\N	2	\N	5	\N	20160627	26565	79695	0	0	0	0	0	0	0	79695	0	0	0	\N	\N	\N	\N	2016-06-27	2018-05-01 17:45:33.005007
38	\N	2	\N	42	\N	20160628	2300	2300	0	0	0	0	0	0	0	2100	0	200	0	\N	\N	\N	\N	2016-06-28	2018-05-01 17:45:33.076183
42	\N	2	\N	45	\N	20160629	6400	6400	0	0	0	0	0	0	0	6399.71	0	0.29	0	\N	\N	\N	\N	2016-06-29	2018-05-01 17:45:33.146647
46	\N	2	\N	45	\N	20160629	6400	6400	0	0	0	0	0	0	0	673.71	0	5726.29	0	\N	\N	\N	\N	2016-06-29	2018-05-01 17:45:33.224044
50	\N	2	\N	1	\N	20160705	6900	6900	0	0	0	0	0	0	0	6900	0	0	0	\N	\N	\N	\N	2016-07-05	2018-05-01 17:45:33.294361
54	\N	2	\N	1	\N	20160706	6900	6900	0	0	0	0	0	0	0	6900	0	0	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.366042
58	1	2	\N	39	57	20160706	150	150	0	0	0	0	0	0	0	150	0	0	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.43609
62	\N	2	\N	1	\N	20160708	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-08	2018-05-01 17:45:33.509722
66	\N	2	\N	1	\N	20160708	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-08	2018-05-01 17:45:33.581178
70	\N	2	\N	1	\N	20160711	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-11	2018-05-01 17:45:33.653396
74	\N	2	\N	7	\N	20160711	825	825	0	0	0	0	0	0	0	660	0	165	0	\N	\N	\N	\N	2016-07-11	2018-05-01 17:45:33.789803
78	1	2	\N	43	57	20160712	22050	22050	0	\N	0	0	0	0	0	21900	0	\N	\N	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:33.861397
82	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:33.93427
86	\N	2	\N	36	\N	20160712	17655	17655	0	0	0	1765.5	0	2648.25	0	22068.75	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.165395
90	\N	2	\N	7	\N	20160712	825	825	0	0	0	82.5	0	123.75	0	1031.25	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.238032
94	\N	2	\N	8	\N	20160712	10450	10450	0	0	0	995	0	1492.5	0	12437.5	0	500	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.308785
98	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.379835
102	\N	2	\N	7	\N	20160712	825	825	0	0	0	32.5	0	48.75	0	258.52	0	147.73	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.450274
106	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.520624
110	\N	2	\N	61	\N	20160712	8700	8700	0	0	0	870	0	1305	0	10875	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.590678
114	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.660604
118	\N	2	\N	48	\N	20160712	750	750	0	\N	0	25	0	37.5	0	290	0	\N	\N	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.731535
122	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.801501
126	\N	2	\N	7	\N	20160712	825	825	0	500	0	32.5	0	48.75	0	263.39	0	142.86	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.872956
130	\N	2	\N	3	\N	20160712	2500	2500	0	0	0	250	0	375	0	3125	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.944243
134	\N	2	\N	61	\N	20160712	8700	8700	0	0	0	870	0	1305	0	10875	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.013764
138	\N	2	\N	1	\N	20160712	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.085361
142	\N	2	\N	1	\N	20160712	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.157363
146	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.54865
150	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.621837
154	\N	2	\N	9	\N	20160712	63800	319000	0	0	0	31900	0	47850	0	398750	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.806476
158	1	2	\N	314	57	20160721	4200	4200	0	0	0	420	0	420	0	5040	0	\N	\N	\N	\N	\N	\N	2016-07-21	2018-05-01 17:45:35.877374
162	\N	2	2	1477	68	20160809	18000	18000	0	0	0	0	0	0	0	18000	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.10947
166	\N	2	1	1315	53	20160809	5020	5020	0	0	0	0	0	0	0	5020	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.245393
170	\N	2	4	1	53	20160809	6900	6900	0	0	0	0	0	0	0	6900	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.319163
174	\N	2	\N	1921	53	20160809	2990	2990	0	0	0	0	0	0	0	2882.6	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.579669
178	\N	2	5	9	\N	20160809	31900	31900	0	0	0	0	0	0	0	31900	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.679945
182	36	2	2	24	53	20160809	5445	5445	0	0	0	0	0	0	0	5445	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.781151
186	\N	2	2	1	68	20160809	6900	6900	0	0	0	0	0	0	0	6900	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.85565
190	\N	2	\N	1315	53	20160809	5020	5020	0	0	0	0	0	0	0	5020	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.927478
3	\N	2	\N	8	\N	20160616	10450	1500	2000	800	0	100	100	20	20	870	1320	750	800	\N	\N	\N	\N	2016-06-16	2018-05-01 17:45:32.394525
7	\N	2	\N	43	\N	20160617	7350	1500	2000	0	0	100	100	20	20	1120	2120	500	0	\N	\N	\N	\N	2016-06-17	2018-05-01 17:45:32.470787
11	\N	2	\N	41	\N	20160621	3500	3500	0	0	0	0	0	0	0	13.67	0	3486.33	0	\N	\N	\N	\N	2016-06-21	2018-05-01 17:45:32.572938
15	\N	2	\N	36	\N	20160621	17655	1500	2000	\N	0	100	100	20	20	1120	860	\N	\N	\N	\N	\N	\N	2016-06-21	2018-05-01 17:45:32.650627
19	\N	2	\N	7	\N	20160622	825	825	0	0	0	0	0	0	0	660	0	165	0	\N	\N	\N	\N	2016-06-22	2018-05-01 17:45:32.726867
23	\N	2	\N	103	\N	20160623	11000	22000	0	0	0	0	0	0	0	8800	0	13200	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.800453
27	\N	2	\N	5	\N	20160623	26565	53130	0	0	0	0	0	0	0	53130	0	0	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.878748
31	\N	2	\N	5	\N	20160623	26565	26565	0	0	0	0	0	0	0	26565	0	0	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.951387
35	\N	2	\N	5	\N	20160628	26565	26565	0	0	0	0	0	0	0	26565	0	0	0	\N	\N	\N	\N	2016-06-28	2018-05-01 17:45:33.023719
39	\N	2	\N	1	\N	20160629	6900	6900	0	0	0	0	0	0	0	3097.41	0	3802.59	0	\N	\N	\N	\N	2016-06-29	2018-05-01 17:45:33.093499
43	\N	2	\N	1986	\N	20160629	1	1	0	0	0	0	0	0	0	1	0	0	0	\N	\N	\N	\N	2016-06-29	2018-05-01 17:45:33.164305
47	\N	2	\N	8	\N	20160629	10450	10450	0	0	0	0	0	0	0	10450	0	0	0	\N	\N	\N	\N	2016-06-29	2018-05-01 17:45:33.242691
51	\N	2	\N	1	\N	20160706	6900	6900	0	0	0	0	0	0	0	6900	0	0	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.311875
55	1	2	\N	43	57	20160706	22050	22050	0	0	0	0	0	0	0	21900	0	150	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.383585
59	\N	2	\N	1	\N	20160706	6900	6900	0	0	0	0	0	0	0	6900	0	0	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.453725
63	\N	2	\N	1	\N	20160708	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-08	2018-05-01 17:45:33.527679
67	\N	2	\N	1	\N	20160708	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-08	2018-05-01 17:45:33.598623
71	\N	2	\N	36	\N	20160711	17655	17655	0	0	0	0	0	0	0	7042	0	10613	0	\N	\N	\N	\N	2016-07-11	2018-05-01 17:45:33.67132
75	\N	2	\N	7	\N	20160711	825	825	0	0	0	0	0	0	0	660	0	165	0	\N	\N	\N	\N	2016-07-11	2018-05-01 17:45:33.807411
79	\N	2	\N	5	\N	20160712	26565	26565	0	\N	0	2125.2	0	3187.8	0	24652.73	0	\N	\N	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:33.879231
83	\N	2	\N	7	\N	20160712	825	1650	0	0	0	165	0	247.5	0	2062.5	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:33.952786
87	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.183141
91	\N	2	\N	7	\N	20160712	825	825	0	0	0	82.5	0	123.75	0	1031.25	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.255389
95	\N	2	\N	45	\N	20160712	6400	12800	0	0	0	857.6	0	1286.4	0	10720	0	4224	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.326403
99	\N	2	\N	8	\N	20160712	10450	10450	0	0	0	995	0	1492.5	0	12437.5	0	500	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.397534
103	\N	2	\N	45	\N	20160712	6400	12800	0	0	0	857.6	0	1286.4	0	10720	0	4224	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.468291
107	\N	2	\N	67	\N	20160712	6000	6000	0	0	0	348	0	522	0	4350	0	2520	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.538576
111	\N	2	\N	67	\N	20160712	6000	6000	0	0	0	348	0	522	0	4350	0	2520	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.608097
115	\N	2	\N	2389	\N	20160712	2240	4480	0	0	0	448	0	672	0	5600	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.677762
119	\N	2	\N	48	\N	20160712	750	750	0	200	0	55	0	82.5	0	445.74	0	241.76	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.749146
123	\N	2	\N	36	\N	20160712	17655	17655	0	0	0	1765.5	0	2648.25	0	22068.75	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.819354
127	\N	2	\N	7	\N	20160712	825	1650	0	0	0	165	0	247.5	0	2062.5	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.890875
131	\N	2	\N	3	\N	20160712	2500	2500	0	0	0	250	0	375	0	3125	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:34.961928
135	\N	2	\N	273	\N	20160712	1750	1750	0	350	0	140	0	210	0	1134.62	0	615.38	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.031462
139	\N	2	\N	7	\N	20160712	825	825	0	0	0	82.5	0	123.75	0	1031.25	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.103193
143	\N	2	\N	7	\N	20160712	825	825	0	\N	0	72.5	0	108.75	0	841.01	0	\N	\N	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.175121
147	\N	2	\N	7	\N	20160712	825	1650	0	0	0	165	0	247.5	0	2062.5	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.568178
151	\N	2	\N	1	\N	20160712	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:35.640203
155	\N	2	\N	7	\N	20160719	825	110	990	83	297	2.7	67.3	2.7	67.3	32.4	807.6	\N	317	\N	\N	\N	\N	2016-07-19	2018-05-01 17:45:35.824215
159	1	2	\N	9	57	20160721	95700	95700	0	0	0	9570	0	9570	0	114840	0	\N	\N	\N	\N	\N	\N	2016-07-21	2018-05-01 17:45:35.974284
163	\N	2	1	39	\N	20160809	50	50	0	0	0	0	0	0	0	50	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.127585
167	\N	2	1	1	53	20160809	6900	6900	0	0	0	0	0	0	0	6900	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.263049
171	\N	2	2	1317	68	20160809	5050	5050	0	0	0	0	0	0	0	5050	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.336508
175	\N	2	4	8	63	20160809	10450	10450	0	0	0	0	0	0	0	10450	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.60012
179	\N	2	2	1	53	20160809	6900	6900	0	2500	0	0	0	0	0	4241.95	0	158.05	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.698225
183	\N	2	2	1709	68	20160809	13190	13190	0	0	0	0	0	0	0	13190	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.799587
187	\N	2	2	2017	68	20160809	12940	12940	0	0	0	0	0	0	0	12940	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.874005
191	\N	2	2	4576	68	20160809	5500	5500	0	0	0	0	0	0	0	5500	0	\N	\N	\N	\N	\N	\N	2016-08-09	2018-05-01 17:45:36.945669
4	\N	2	\N	8	\N	20160616	10450	1500	2000	0	0	100	100	20	20	870	2120	750	0	\N	\N	\N	\N	2016-06-16	2018-05-01 17:45:32.41399
8	\N	2	\N	36	\N	20160617	17655	1500	2000	0	0	\N	\N	\N	\N	1620	2120	0	0	\N	\N	\N	\N	2016-06-17	2018-05-01 17:45:32.490744
12	\N	2	\N	36	\N	20160621	17655	1500	2000	\N	0	100	100	20	20	1120	860	\N	\N	\N	\N	\N	\N	2016-06-21	2018-05-01 17:45:32.593067
16	\N	2	\N	36	\N	20160621	17655	1500	2000	\N	0	100	100	20	20	1120	860	\N	\N	\N	\N	\N	\N	2016-06-21	2018-05-01 17:45:32.671346
20	\N	2	\N	5	\N	20160623	26565	53130	0	0	0	0	0	0	0	53130	0	0	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.744979
24	\N	2	\N	40	\N	20160623	400	800	0	0	0	0	0	0	0	0	0	800	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.819865
28	\N	2	\N	5	\N	20160623	26565	26565	0	0	0	0	0	0	0	26565	0	0	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.896637
32	\N	2	\N	4770	\N	20160623	1500	1500	0	0	0	0	0	0	0	1500	0	0	0	\N	\N	\N	\N	2016-06-23	2018-05-01 17:45:32.969527
36	\N	2	\N	8	\N	20160628	10450	41800	0	0	0	0	0	0	0	37620	0	0	0	\N	\N	\N	\N	2016-06-28	2018-05-01 17:45:33.041528
40	\N	2	\N	42	\N	20160629	2300	2300	0	0	0	0	0	0	0	2300	0	0	0	\N	\N	\N	\N	2016-06-29	2018-05-01 17:45:33.111057
44	\N	2	\N	1	\N	20160629	6900	6900	0	0	0	0	0	0	0	6900	0	0	0	\N	\N	\N	\N	2016-06-29	2018-05-01 17:45:33.182561
48	\N	2	\N	1	\N	20160629	6900	6900	0	0	0	0	0	0	0	2074.96	0	4825.04	0	\N	\N	\N	\N	2016-06-29	2018-05-01 17:45:33.259824
52	\N	2	\N	1	\N	20160706	6900	6900	0	0	0	0	0	0	0	6900	0	0	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.330382
56	\N	2	\N	1	\N	20160706	6900	6900	0	0	0	0	0	0	0	6900	0	0	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.401046
60	\N	2	\N	1	\N	20160706	6900	6900	0	0	0	0	0	0	0	690	0	6210	0	\N	\N	\N	\N	2016-07-06	2018-05-01 17:45:33.471286
64	\N	2	\N	1	\N	20160708	6900	6900	0	0	0	690	0	1035	0	8625	0	0	0	\N	\N	\N	\N	2016-07-08	2018-05-01 17:45:33.545528
68	\N	2	\N	36	\N	20160711	17655	17655	0	0	0	0	0	0	0	7042	0	10613	0	\N	\N	\N	\N	2016-07-11	2018-05-01 17:45:33.616412
72	\N	2	\N	7	\N	20160711	825	825	0	0	0	0	0	0	0	660	0	165	0	\N	\N	\N	\N	2016-07-11	2018-05-01 17:45:33.752839
76	\N	2	\N	9	\N	20160712	31900	159500	0	0	0	15950	0	23925	0	199375	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:33.825463
80	\N	2	\N	2389	\N	20160712	2240	4480	0	0	0	448	0	672	0	5600	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:33.896889
84	\N	2	\N	36	\N	20160712	17655	17655	0	0	0	1765.5	0	2648.25	0	22068.75	0	0	0	\N	\N	\N	\N	2016-07-12	2018-05-01 17:45:33.971272
