75	75	CATH IABP INSERTION FEE	N	13	S			6	U		N	Y	CATH_75	H	N	N	2016-02-05	2018-05-01 17:42:34.886666
79	79	CATH. BILLIARY DRAINAGE PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_79	H	N	N	2016-02-05	2018-05-01 17:42:34.968244
83	83	CATH. CEREBRAL ANGIOGRAM PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_83	H	N	N	2016-02-05	2018-05-01 17:42:35.053006
87	87	CATH. CHEMO PORT CATHETER INSERTION PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_87	H	N	N	2016-02-05	2018-05-01 17:42:35.137227
91	91	CATH. PERCUTENEOUS NEPHROSTOMY(P.C.N) PROCEDURE FEES	N	13	S			6	U		N	Y	CATH_91	H	N	N	2016-02-05	2018-05-01 17:42:35.224105
95	95	CATH. PERIPHERAL ANGIO+ ANGIOPLASTY PROCEDURE FEES	N	13	S			6	U		N	Y	CATH_95	H	N	N	2016-02-05	2018-05-01 17:42:35.304064
99	99	CATH. PERM CATH INSERTION PROCEDURE FEES	N	13	S			6	U		N	Y	CATH_99	H	N	N	2016-02-05	2018-05-01 17:42:35.383329
103	103	CEREBRAL ANGIOGRAM PROCEDURE FEES	N	13	S			6	U		N	N	CERE_103	H	N	N	2016-02-05	2018-05-01 17:42:35.46916
107	107	CMR NURSING & EDUCATION TIME(4 Session)	Y	13	S			6	U	N	N	N	CMR _107	H	N	Y	2016-02-05	2018-05-01 17:42:35.554076
111	111	FOREIGN BODY RETRIEVAL PROCEDURE FEES	N	13	S			6	U		N	N	FORE_111	H	N	N	2016-02-05	2018-05-01 17:42:35.634925
115	115	LOOP RECORDER INSERTION PROFESSIONAL FEES	N	13	S			6	U		N	N	LOOP_115	H	N	N	2016-02-05	2018-05-01 17:42:35.710326
119	119	PACEMAKER INTERROGATION	N	13	S			6	U		N	N	PACE_119	H	N	N	2016-02-05	2018-05-01 17:42:35.788537
123	123	TEE	Y	13	S			6	U		N	Y	TEE_123	H	N	N	2016-02-05	2018-05-01 17:42:35.859313
127	127	VISIT CHARGES 1ST DAY -CARDIOLOGY	N	13	S			3	U		Y	Y	VISI_127	H	N	N	2016-02-05	2018-05-01 17:42:35.928443
131	131	CHEMO IV PUSH	N	15	S			2	U		N	N	CHEM_131	H	N	N	2016-02-05	2018-05-01 17:42:35.997971
135	135	Chemo Procedure fee Major chemotherapy	N	13	S			6	U		Y	Y	Chem_135	H	N	N	2016-02-05	2018-05-01 17:42:36.072278
139	139	Chemo Procedure fee transfusion	N	13	S			6	U		Y	Y	Chem_139	H	N	N	2016-02-05	2018-05-01 17:42:36.140913
143	143	NON CHEMO TREATMENT	N	15	S			2	U		N	N	NON _143		N	N	2016-02-05	2018-05-01 17:42:36.208654
147	147	COUNSELLING PSYCHOLOGIST PER SESSION-REVISIT	Y	13	M			4	U	R	Y	Y	COUN_147	H	N	N	2016-02-05	2018-05-01 17:42:36.299209
151	151	CSSD CATH LAB GOWN PACK	N	13	S			10	U		N	Y	CSSD_151	H	N	N	2016-02-05	2018-05-01 17:42:36.380533
155	155	CSSD CHEST ASPIRATION SET	N	13	S			10	U		N	Y	CSSD_155	H	N	N	2016-02-05	2018-05-01 17:42:36.454801
159	159	CSSD CORD PACK-1055	N	13	S			10	U		N	Y	CSSD_159	H	N	N	2016-02-05	2018-05-01 17:42:36.527774
163	163	CSSD CUSCO VAG.SPECULUM	N	13	S			10	U		N	Y	CSSD_163	H	N	N	2016-02-05	2018-05-01 17:42:36.597837
167	167	CSSD DRESSING PACK	N	13	M			10	U		N	Y	CSSD_167	H	N	N	2016-02-05	2018-05-01 17:42:36.668124
171	171	CSSD EXCHANGE  TRANSFUSION TRAY	N	13	S			10	U		N	Y	CSSD_171	H	N	N	2016-02-05	2018-05-01 17:42:36.736294
175	175	CSSD FINE SET	N	13	S			10	U		N	Y	CSSD_175	H	N	N	2016-02-05	2018-05-01 17:42:36.807068
179	179	CSSD GAUZE SWABS-5 CREGAL	N	13	S			10	U		N	Y	CSSD_179	H	N	N	2016-02-05	2018-05-01 17:42:36.878607
183	183	CSSD HISTO SALPINGOGRAM(HSG)TRAY	N	13	S			10	U		N	Y	CSSD_183	H	N	N	2016-02-05	2018-05-01 17:42:36.951811
187	187	CSSD KOCKERS	N	13	S			10	U		N	Y	CSSD_187	H	N	N	2016-02-05	2018-05-01 17:42:37.021939
191	191	CSSD LUMBER PUNCTURE TRAY	N	13	S			10	U		N	Y	CSSD_191	H	N	N	2016-02-05	2018-05-01 17:42:37.093646
195	195	CSSD NASAL PACKING TRAY	N	13	S			10	U		N	Y	CSSD_195	H	N	N	2016-02-05	2018-05-01 17:42:37.166014
199	199	CSSD PERITONEAL DIALYSIS PACK	N	13	S			10	U		N	Y	CSSD_199	H	N	N	2016-02-05	2018-05-01 17:42:37.256099
203	203	CSSD REDI-VAC BOTTLE/TOP	N	13	S			10	U		N	Y	CSSD_203	H	N	N	2016-02-05	2018-05-01 17:42:37.328051
207	207	CSSD SCISSORS	N	13	S			10	U		N	Y	CSSD_207	H	N	N	2016-02-05	2018-05-01 17:42:37.397146
211	211	CSSD SINUS FORCEPS	N	13	S			10	U		N	Y	CSSD_211	H	N	N	2016-02-05	2018-05-01 17:42:37.468097
215	215	CSSD TAPE WHITE	N	13	S			10	U		N	Y	CSSD_215	H	N	N	2016-02-05	2018-05-01 17:42:37.54418
219	219	CSSD TOWEL DRESSING	N	13	S			10	U		N	Y	CSSD_219	H	N	N	2016-02-05	2018-05-01 17:42:37.617905
223	223	CSSD U.W.S.D BOTTLE (GLASS)	N	13	S			10	U		N	Y	CSSD_223	H	N	N	2016-02-05	2018-05-01 17:42:37.694047
227	227	CSSD UWSD-CLAMPS	N	13	S			10	U		N	Y	CSSD_227	H	N	N	2016-02-05	2018-05-01 17:42:37.794243
231	231	FMC MEDICAL EXAMINATION-NAIVASHA	N	13	S			6	U		Y	Y	FMC _231	H	N	N	2016-02-05	2018-05-01 17:42:37.863422
235	235	ANTERIOR OR POSTERIOR NASAL PACKING	N	13	S			6	U		N	Y	ANTE_235	H	N	N	2016-02-05	2018-05-01 17:42:37.934486
239	239	BED CHARGES DAY CARE	N	13	S			1	U		N	Y	BED _239	H	N	N	2016-02-05	2018-05-01 17:42:38.002675
243	243	BURNS (FIRST HOUR OF CARE)	N	13	S			6	U		N	Y	BURN_243	H	N	N	2016-02-05	2018-05-01 17:42:38.072531
247	247	CHANGE OF CATHETER - CASUALTY	N	13	S			6	U		N	N	CHAN_247	H	N	N	2016-02-05	2018-05-01 17:42:38.147988
251	251	CONSULTANT REVIEW CASUALTY	N	13	S			4	U		Y	Y	CONS_251	H	N	N	2016-02-05	2018-05-01 17:42:38.210807
255	255	CONSULTATION LABORATORY REVIST	N	13	S			4	U		N	Y	CONS_255	H	N	Y	2016-02-05	2018-05-01 17:42:38.296228
4	4	ANAESTHETIST FEE (DR. THIKRA)	N	13	S	dd	ppp	4	U	R	N	Y	RENA_1	H	N	N	2016-05-19	2018-05-01 17:42:33.38776
8	8	MRI - ANAESTHESIA	Y	11	S	Test_Instruction	dfdf	5	U	R	N	N	MRI _8	H	N	N	2016-05-20	2018-05-01 17:42:33.483098
12	12	PAIN MANAGEMENT STRETCH AND SPRAY THERAPY - OP	N	13	S			6	U		N	N	PAIN_12	H	N	N	2016-02-05	2018-05-01 17:42:33.580136
16	16	PAIN MANAGEMENT X-RAY-I.I (15 MIN.)	N	13	S			6	U		N	Y	PAIN_16	H	N	N	2016-02-05	2018-05-01 17:42:33.667212
20	20	PAIN MGMT ANAESTHESIA FEE  AND  I.V. SEDATION	N	13	S			6	U		N	Y	PAIN_20	H	N	N	2016-02-05	2018-05-01 17:42:33.751161
24	24	PAIN MGMT FIRST CONSULT OP	N	13	S			4	U		N	Y	PAIN_24	H	N	Y	2016-02-05	2018-05-01 17:42:33.833921
28	28	PAIN MGMT PARASPINAL BLOCK BIL U/I.I  AND  I.V SEDATION	N	13	S			6	U		N	Y	PAIN_28	H	N	N	2016-02-05	2018-05-01 17:42:33.91242
32	32	PAIN MGMT STRETCH SPRAY THERAPY OP	N	13	S			6	U		N	Y	PAIN_32	H	N	N	2016-02-05	2018-05-01 17:42:33.994251
36	36	SWANGANZ  LINE	N	13	S			6	U		N	Y	SWAN_36	H	N	N	2016-02-05	2018-05-01 17:42:34.071046
40	40	AEROSOL NEBULIZER CONT. W/OXYGEN (PER HR)	N	13	S			6	U		N	Y	AERO_40	H	N	N	2016-02-05	2018-05-01 17:42:34.158117
44	44	BEDSIDE SPIROMETRY - PULMONARY SCREEN	N	13	M			6	U		N	Y	BEDS_44	H	N	N	2016-02-05	2018-05-01 17:42:34.243848
48	48	ECG INTERPRETATION FEE	N	13	S			6	U		N	N	ECG _48	H	N	N	2016-02-05	2018-05-01 17:42:34.328033
52	52	ELECTROENCEPHALOGRAM - ADULT (EEG)	N	13	S			6	U		N	Y	ELEC_52	H	N	N	2016-02-05	2018-05-01 17:42:34.405521
56	56	HOLTER MONITOR - 24/48 HRS.	Y	13	S			6	U		N	Y	HOLT_56	H	N	N	2016-02-05	2018-05-01 17:42:34.482132
60	60	PLEURAL EFFUSION TAP + INTRAPLEURAL CHEMO	N	13	S			6	U		N	Y	PLEU_60	H	N	N	2016-02-05	2018-05-01 17:42:34.562098
64	64	VISIT CHARGES 1ST DAY -CARDIOTHORACIC	N	13	S			3	U		Y	N	VISI_64	H	N	N	2016-02-05	2018-05-01 17:42:34.651138
68	68	BED CHARGES	N	13	S			1	U		N	Y	BED _68	H	N	N	2016-02-05	2018-05-01 17:42:34.735227
72	72	CATH DEVICE IMPLANTATION PROCEDURE FEES	N	13	S			6	U		N	Y	CATH_72	H	N	N	2016-02-05	2018-05-01 17:42:34.82814
76	76	CATH PERIPHERAL ANGIOGRAM PROCEDURE FEES	N	13	S			6	U		N	N	CATH_76	H	N	N	2016-02-05	2018-05-01 17:42:34.907933
80	80	CATH. CARDIOVERSION PROCEDURE FESS	N	13	S			6	U		N	Y	CATH_80	H	N	N	2016-02-05	2018-05-01 17:42:34.990266
84	84	CATH. CHANGE OF PACEMAKER BATTERY PROCEDURE FEES	N	13	S			6	U		N	Y	CATH_84	H	N	N	2016-02-05	2018-05-01 17:42:35.071041
88	88	CATH. DISTAL EMBOLZATION PROTECTION PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_88	H	N	N	2016-02-05	2018-05-01 17:42:35.155602
92	92	CATH. PERCUTENEOUS NEPHROSTOMY(P.C.N) PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_92	H	N	N	2016-02-05	2018-05-01 17:42:35.243263
96	96	CATH. PERIPHERAL ANGIO+ ANGIOPLASTY PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_96	H	N	N	2016-02-05	2018-05-01 17:42:35.325092
100	100	CATH. PERM CATH INSERTION PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_100	H	N	N	2016-02-05	2018-05-01 17:42:35.406838
104	104	CEREBRAL ANGIOGRAM PROFESSIONAL FEES	N	13	S			6	U		N	N	CERE_104	H	N	N	2016-02-05	2018-05-01 17:42:35.489504
108	108	DISPOSABLE ECG ELECTRODES (PACK OF 10)	N	13	S			6	U		N	Y	DISP_108	H	N	N	2016-02-05	2018-05-01 17:42:35.573016
112	112	FOREIGN BODY RETRIEVAL PROFESSIONAL FEES	N	13	S			6	U		N	N	FORE_112	H	N	N	2016-02-05	2018-05-01 17:42:35.653702
116	116	MEDICAL FEES CCU 1ST VISIT	N	13	S			4	U		N	Y	MEDI_116	H	N	N	2016-02-05	2018-05-01 17:42:35.728687
120	120	PACKAGE TEMPORARY PACEMAKER IMPLANT GP	N	15	S			2	U		N	N	PACK_120		N	N	2016-02-05	2018-05-01 17:42:35.805977
124	124	TEMPORARY PACEMAKER PACKAGE GP	N	12	S			2	U		N	Y	TEMP_124	H	N	N	2016-02-05	2018-05-01 17:42:35.876929
128	128	VISIT CHARGES SUBSEQUENT DAYS -CARDIOLOGY	N	13	S			3	U		Y	Y	VISI_128	H	N	N	2016-02-05	2018-05-01 17:42:35.945231
132	132	Chemo Pharmacy Mixing Charges	N	13	S			6	U		Y	Y	Chem_132	H	N	N	2016-02-05	2018-05-01 17:42:36.0148
136	136	Chemo Procedure Fee non chemo treatment	N	13	S			6	U		Y	Y	Chem_136	H	N	N	2016-02-05	2018-05-01 17:42:36.089004
140	140	CHEMO REHYDRATION PACKAGE	N	15	S			2	U		N	N	CHEM_140	H	N	N	2016-02-05	2018-05-01 17:42:36.158244
144	144	SINGLE CHEMO AGENTS IM	N	15	S			2	U		N	N	SING_144	H	N	N	2016-02-05	2018-05-01 17:42:36.245989
148	148	CSSD A%E-ENT SET TRAY	N	13	S			10	U		N	Y	CSSD_148	H	N	N	2016-02-05	2018-05-01 17:42:36.316529
152	152	CSSD CATH LAB PACK	N	13	S			10	U		N	Y	CSSD_152	H	N	N	2016-02-05	2018-05-01 17:42:36.397777
156	156	CSSD CIRCUMCISION SET	N	13	S			10	U		N	Y	CSSD_156	H	N	N	2016-02-05	2018-05-01 17:42:36.473463
160	160	CSSD CORD PACK-10P	N	13	S			10	U		N	Y	CSSD_160	H	N	N	2016-02-05	2018-05-01 17:42:36.545612
164	164	CSSD DELIVERY PACK	N	13	S	dfdsfd	dsfdf	10	U	F	N	Y	CSSD_164	H	N	N	2016-05-19	2018-05-01 17:42:36.615249
168	168	CSSD DRESSING PAD MEDIUM-5	N	13	S			10	U		N	Y	CSSD_168	H	N	N	2016-02-05	2018-05-01 17:42:36.685449
172	172	CSSD EXTRA PRE-STERILIZED	N	13	S			10	U		N	Y	CSSD_172	H	N	N	2016-02-05	2018-05-01 17:42:36.754008
176	176	CSSD GALLIPOT	N	13	S			10	U		N	Y	CSSD_176	H	N	N	2016-02-05	2018-05-01 17:42:36.824012
180	180	CSSD GLASS MANOMETER	N	13	S			10	U		N	Y	CSSD_180	H	N	N	2016-02-05	2018-05-01 17:42:36.897387
184	184	CSSD I.V CUT DOWN SET PACK	N	13	S			10	U		N	Y	CSSD_184	H	N	N	2016-02-05	2018-05-01 17:42:36.969495
188	188	CSSD LAST OFFICES PACK-ADULT	N	13	S			10	U		N	Y	CSSD_188	H	N	N	2016-02-05	2018-05-01 17:42:37.040166
192	192	CSSD M.S.S.U JUG	N	13	S			10	U		N	Y	CSSD_192	H	N	N	2016-02-05	2018-05-01 17:42:37.110866
196	196	CSSD NEEDLES	N	13	S			10	U		N	Y	CSSD_196	H	N	N	2016-02-05	2018-05-01 17:42:37.183884
200	200	CSSD PROBE	N	13	S			10	U		N	Y	CSSD_200	H	N	N	2016-02-05	2018-05-01 17:42:37.274042
204	204	CSSD RIBBON GAUZE SD0095	N	13	S			10	U		N	Y	CSSD_204	H	N	N	2016-02-05	2018-05-01 17:42:37.345841
208	208	CSSD SCOOP	N	13	S			10	U		N	Y	CSSD_208	H	N	N	2016-02-05	2018-05-01 17:42:37.414501
212	212	CSSD STANDARD SET	N	13	S			10	U		N	Y	CSSD_212	H	N	N	2016-02-05	2018-05-01 17:42:37.487017
216	216	CSSD THIRD PARTY PACK	N	13	S			10	U		N	Y	CSSD_216	H	N	N	2016-02-05	2018-05-01 17:42:37.562122
220	220	CSSD TRACHEAL DILATORS	N	13	S			10	U		N	Y	CSSD_220	H	N	N	2016-02-05	2018-05-01 17:42:37.635105
224	224	CSSD U.W.S.DBOTTLE (PLASTIC)	N	13	S			10	U		N	Y	CSSD_224	H	N	N	2016-02-05	2018-05-01 17:42:37.712062
228	228	CSSD UWSD-TUBE	N	13	S			10	U		N	Y	CSSD_228	H	N	N	2016-02-05	2018-05-01 17:42:37.811607
232	232	HAEMO PACK	N	13	S			6	U		N	Y	HAEM_232	H	N	N	2016-02-05	2018-05-01 17:42:37.880818
236	236	APPLICATION OF POP/DYNACAST-CASUALTY	N	13	S			6	U		N	N	APPL_236	H	N	N	2016-02-05	2018-05-01 17:42:37.951982
240	240	BLADDER WASHOUT - CASUALTY	N	13	S			6	U		N	N	BLAD_240	H	N	N	2016-02-05	2018-05-01 17:42:38.019984
244	244	CAST OR SPLINT- APPLICATION	N	13	S			6	U		N	Y	CAST_244	H	N	Y	2016-02-05	2018-05-01 17:42:38.091879
248	248	CHEST TUBE INSERTION592	N	13	S			6	U		N	Y	CHES_248	H	N	N	2016-02-05	2018-05-01 17:42:38.164099
252	252	CONSULTANT REVIEW PAEDS	N	13	S			4	U		Y	Y	CONS_252	H	N	N	2016-02-05	2018-05-01 17:42:38.248489
1	1	RENAL DIALYSIS	N	13	S	varun	jagad	6	U	F	Y	N	RENA_1	H	Y	Y	2018-03-30	2018-05-01 17:42:33.251484
5	5	EPIDURAL ANAESTHESIOLOGIST	N	13	S	hi hello	hhh	6	U	N	N	Y	EPID_5	H	N	N	2018-04-05	2018-05-01 17:42:33.415933
9	9	PACKAGE EPIDURAL GP	N	15	S			2	U		N	N	PACK_9		N	N	2016-02-05	2018-05-01 17:42:33.506283
13	13	PAIN MANAGEMENT THEATRE CHRG (15MIN)	N	13	S			6	U		N	Y	PAIN_13	H	N	N	2016-02-05	2018-05-01 17:42:33.600716
17	17	PAIN MANAGEMENT X-RAY-I.I (30 MIN.)	N	13	S			6	U		N	Y	PAIN_17	H	N	N	2016-02-05	2018-05-01 17:42:33.690129
21	21	PAIN MGMT DX MBB BIL U/ I.I  AND  IV SEDATION/LEVEL	N	13	S			6	U		N	Y	PAIN_21	H	N	N	2016-02-05	2018-05-01 17:42:33.769749
25	25	PAIN MGMT FULL ASSESS PAIN PLAN 3 HRS	N	13	S			6	U		N	Y	PAIN_25	H	N	N	2016-02-05	2018-05-01 17:42:33.853743
29	29	PAIN MGMT PHISIO-GYMN	N	13	S			6	U		N	Y	PAIN_29	H	N	N	2016-02-05	2018-05-01 17:42:33.937135
33	33	PAIN MGMT SYMPATHETIC BLOCK U/I.I  AND  I.V SEDATION	N	13	S			6	U		N	Y	PAIN_33	H	N	N	2016-02-05	2018-05-01 17:42:34.013202
37	37	CONSULTATION  EMERGENCY	Y	13	S			6	U		Y	N	CONS_37	H	N	Y	2016-02-05	2018-05-01 17:42:34.092168
41	41	ANAESTHESIST FEES PULMONARY ARTARY CATHETERIZATION	N	13	S			3	U		Y	Y	ANAE_41	H	N	N	2016-02-05	2018-05-01 17:42:34.186109
45	45	C V P LINE INSERTION	N	13	S			6	U		N	Y	C V _45	H	N	N	2016-02-05	2018-05-01 17:42:34.265323
49	49	ECHOCARDIOGRAM - DOBUTAMINE (DOBUT-ECHO)	N	13	S			6	U		N	Y	ECHO_49	H	N	N	2016-02-05	2018-05-01 17:42:34.347962
53	53	ELECTROENCEPHALOGRAM - PEDIATRICS (EEG)	N	13	S			6	U		N	Y	ELEC_53	H	N	N	2016-02-05	2018-05-01 17:42:34.427254
57	57	INSERTION CHEST TUBE	N	13	S			6	U		N	Y	INSE_57	H	N	N	2016-02-05	2018-05-01 17:42:34.501467
61	61	SURGEON FEES PULMONARY ARTARY CATHETERIZATION	N	13	S			2	U		Y	Y	SURG_61	H	N	N	2016-02-05	2018-05-01 17:42:34.588078
65	65	VISIT CHARGES SUBSEQUENT DAYS -CARDIOTHORACIC	N	13	S			3	U		Y	Y	VISI_65	H	N	N	2016-02-05	2018-05-01 17:42:34.673783
69	69	BED SIDE SPIROMETRY - PULMONARY SCREEN	N	13	M			6	U		N	Y	BED _69	H	N	N	2016-02-05	2018-05-01 17:42:34.767001
73	73	CATH EP STUDIES PROCEDURE FEES	N	13	S			6	U		N	Y	CATH_73	H	N	N	2016-02-05	2018-05-01 17:42:34.847871
77	77	CATH PERIPHERAL ANGIOGRAM PROFESSIONAL FEES	N	13	S			6	U		N	N	CATH_77	H	N	N	2016-02-05	2018-05-01 17:42:34.927162
81	81	CATH. CARDIOVERSION PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_81	H	N	N	2016-02-05	2018-05-01 17:42:35.01404
85	85	CATH. CHANGE OF PACEMAKER BATTERY PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_85	H	N	N	2016-02-05	2018-05-01 17:42:35.096428
89	89	CATH. FFR MEASUREMENT PROFESSIONAL FEES	N	13	S			6	U		N	Y	CATH_89	H	N	N	2016-02-05	2018-05-01 17:42:35.174806
93	93	CATH. PERICARDIOSENTESIS PROCEDURE FEES	N	13	S			6	U		N	Y	CATH_93	H	N	N	2016-02-05	2018-05-01 17:42:35.263482
97	97	CATH. PERIPHERAL ANGIOPLASTY PROCEDURE FEES	N	13	S			6	U		N	Y	CATH_97	H	N	N	2016-02-05	2018-05-01 17:42:35.345133
101	101	CATHLAB BED CHARGE	N	13	S			1	U		N	Y	CATH_101	H	N	N	2016-02-05	2018-05-01 17:42:35.428136
105	105	CHANGE OF PACEMAKER BATTERY PROCEDURE FEES	N	13	S			6	U		N	N	CHAN_105	H	N	N	2016-02-05	2018-05-01 17:42:35.513089
109	109	ELECTIVE CARDIOVERSION	N	13	S			6	U		N	N	ELEC_109	H	N	N	2016-02-05	2018-05-01 17:42:35.596536
113	113	INR CLINIC	N	13	S			4	U	F	N	Y	INR _113	H	N	N	2016-02-05	2018-05-01 17:42:35.673716
117	117	MEDICAL FEES CCU FOLLOW UP VISIT	N	13	S			4	U		N	Y	MEDI_117	H	N	N	2016-02-05	2018-05-01 17:42:35.750985
121	121	PFT	N	13	S			6	U		N	Y	PFT_121	H	N	N	2016-02-05	2018-05-01 17:42:35.822939
125	125	TRANSDUCER USAGE	N	13	M			6	U		N	N	TRAN_125	H	N	N	2016-02-05	2018-05-01 17:42:35.894158
129	129	CHEMO ADMINISTRATION FEE	N	13	S			6	U		N	Y	CHEM_129	H	N	N	2016-02-05	2018-05-01 17:42:35.963406
133	133	CHEMO PORT CATH FLUSH	N	15	S			2	U		N	N	CHEM_133	H	N	N	2016-02-05	2018-05-01 17:42:36.034435
137	137	Chemo procedure fee port cath flush	N	13	S			6	U		Y	Y	Chem_137	H	N	N	2016-02-05	2018-05-01 17:42:36.105681
141	141	INTRA THECAL CHEMOTHERAPY	N	15	S			2	U		N	N	INTR_141	H	N	N	2016-02-05	2018-05-01 17:42:36.175031
145	145	VISIT CHARGES 1ST DAY -CHEST	N	13	S			3	U		Y	Y	VISI_145	H	N	N	2016-02-05	2018-05-01 17:42:36.263511
149	149	CSSD B/P  HANDLE	N	13	S			10	U		N	Y	CSSD_149	H	N	N	2016-02-05	2018-05-01 17:42:36.334525
153	153	CSSD CATHETER INTRODUCER-ADULT	N	13	S			10	U		N	Y	CSSD_153	H	N	N	2016-02-05	2018-05-01 17:42:36.416756
157	157	CSSD CIRCUMCISION SUPPLIMENT	N	13	S			10	U		N	Y	CSSD_157	H	N	N	2016-02-05	2018-05-01 17:42:36.492127
161	161	CSSD COTTON WOOL BALLS LARGE	N	13	S			10	U		N	Y	CSSD_161	H	N	N	2016-02-05	2018-05-01 17:42:36.563511
165	165	CSSD DENTAL SET TRAY	N	13	S			10	U		N	Y	CSSD_165	H	N	N	2016-02-05	2018-05-01 17:42:36.632579
169	169	CSSD DRESSING PAD SMALL	N	13	S			10	U		N	Y	CSSD_169	H	N	N	2016-02-05	2018-05-01 17:42:36.701815
173	173	CSSD EYE PACK	N	13	S			10	U		N	Y	CSSD_173	H	N	N	2016-02-05	2018-05-01 17:42:36.771239
177	177	CSSD GAUZE PACK	N	13	S			10	U		N	Y	CSSD_177	H	N	N	2016-02-05	2018-05-01 17:42:36.843309
181	181	CSSD GYNAE TRAY	Y	13	S			10	U		N	Y	CSSD_181	H	N	N	2016-02-05	2018-05-01 17:42:36.915248
185	185	CSSD INTRAVENOUS PYELOGRAM(IVP) PACK	N	13	S			10	U		N	Y	CSSD_185	H	N	N	2016-02-05	2018-05-01 17:42:36.987379
189	189	CSSD LAST OFFICES PACK-BABY	N	13	S			10	U		N	Y	CSSD_189	H	N	N	2016-02-05	2018-05-01 17:42:37.057524
193	193	CSSD MINOR SURGERY SET TRAY	N	13	S			10	U		N	Y	CSSD_193	H	N	N	2016-02-05	2018-05-01 17:42:37.129453
197	197	CSSD NURSERY WOOL	N	13	S			10	U		N	Y	CSSD_197	H	N	N	2016-02-05	2018-05-01 17:42:37.201753
201	201	CSSD PURITAN BENNET NEBULIZER	N	13	S			10	U		N	Y	CSSD_201	H	N	N	2016-02-05	2018-05-01 17:42:37.292377
205	205	CSSD RIBBON GAUZE-HALF AN INCH	N	13	S			10	U		N	Y	CSSD_205	H	N	N	2016-02-05	2018-05-01 17:42:37.362884
209	209	CSSD SIMS VAG.SPECULUM	N	13	S			10	U		N	Y	CSSD_209	H	N	N	2016-02-05	2018-05-01 17:42:37.432718
213	213	CSSD SUTURE PACK	N	13	S			10	U		N	Y	CSSD_213	H	N	N	2016-02-05	2018-05-01 17:42:37.504878
217	217	CSSD THORACOCENTISIS TRAY	N	13	S			10	U		N	Y	CSSD_217	H	N	N	2016-02-05	2018-05-01 17:42:37.582279
